Document	psif	fatcat_sentence	prediction	ground_truth	fatcat_sentence_index
I was doing stock keeping in the warehouse.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.058665644377470016	0	4765
Job R R B POST TRIM S x yrs.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05751150846481323	0	4765
Readjust rounding station arm to releive tension.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05655292421579361	0	4765
ALL CREW MEMBERS HAD ON REQUIRED PPE.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05785070359706879	0	4765
Mechanic was retreiving parts from the warehouse using telehandler.	nonsif	Worker installing heavy overhead door was hit when the door fell.	0.09986589848995209	0	1180
An initial Multiple attempts to engage alternate South Region Management failed.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05776984244585037	0	4765
Housekeeping violations in the office.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05705162510275841	0	4765
I WAS MANUALLY PULLING A GLASS RACK ON JOB TRIM BY BB.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05756079778075218	0	4765
They had to remove the blades to get it from under the deck.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05726292356848717	0	4765
Securing front panel bang left index finger against door.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06354281306266785	0	4765
Business interruption caused by false alarm in OA.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.059674568474292755	0	4765
EE said he thought it would just go away.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05975452810525894	0	4765
FLS failed to have a questioning attitude.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.061500366777181625	0	4765
Some locations up some down and under.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05768979713320732	0	4765
Manhole cover in road near fitness center appears to be sinking in the blacktop.	nonsif	The worker was operating a pallet jack when entering an intersection drove into the stairwell.	0.7128727436065674	0	1216
He thinks he rubbed his eye and introduced the dust in to it.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05747848004102707	0	4765
Lifting ton turbine shell and moving it to the end of the bay lifting.	nonsif	Worker was driving a tractor pulling wagons in sugarcane harvesting went off the road into a canal drowning.	0.3076159358024597	0	2703
Employee was working on a RF amp.	nonsif	Worker was contracted to remove and install a new breaker that controlled a chipper. The disconnect was placed in the off position and the worker began disconnecting the I/O cable from the lugs inside the box when an arc flash occurred.	0.15102021396160126	0	4028
Employee was removing a paper holder that was somewhat difficult to remove.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.058479901403188705	0	4765
Needed to use extra force wiggle gun to get the screws to thread.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05733392760157585	0	4765
Please take action accordingly.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05497873201966286	0	4765
The pH was not out of range during this time.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.058587025851011276	0	4765
Vendor did not read and sign brief.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06328121572732925	0	4765
Files removed from on top of cupboard in area.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.059958361089229584	0	4765
This deviation from standard practiced failed to take into account possible concrete shifting.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06023595109581947	0	4765
Reported to incorrect region.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.058023035526275635	0	4765
Oil left on floor where old CNC machines have been removed from production.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06263849884271622	0	4765
While trying to repair a tape break on Tape Line No.	nonsif	Worker installing heavy overhead door was hit when the door fell.	0.08318982273340225	0	1180
When the light turned green the employee released his brakes and started to accelerate.	nonsif	Worker installing heavy overhead door was hit when the door fell.	0.10995295643806458	0	1180
Employee was cleaning ladle shroud holder with torch.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05953606963157654	0	4765
Grating was removed to clear pluagge and not immediately replaced.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06183922663331032	0	4765
Had to get valve started with pipe wrench switch to.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06372643262147903	0	4765
Operator noticed suction pressures getting low on and MLP and E Stopped pit pump.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.060363706201314926	0	4765
Moved a conveyor belt that was lbs from AM to PM.	nonsif	Machine guarding was removed from the Houle Alley Scraper for maintenance and not reinstalled after servicing. Worker was caught in moving machinery and suffered mild injuries.	0.16731220483779907	0	4260
EE put right hand in the bottom hole of the shore.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05729937180876732	0	4765
On Friday April at pm.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.07390846312046051	0	4765
medical treatment and time off work.	nonsif	Lab worker injured from complications related to exposure to infectious bacteria.	0.0609065406024456	0	2147
could have hit someone if in the area.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05760500580072403	0	4765
Customer crew were working in GE area without proper PPE.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05959048494696617	0	4765
Observed on customer package having a sampling bottle that they use mineral bottle.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05757557600736618	0	4765
States his coveralls were tied around his waist.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06405817717313766	0	4765
He was hitting a piping wrench with a hammer to loosen a pipe plug.	nonsif	An employee was operating a palletizer when apparently he climbed into the machine to unjam a pallet and was hit .	0.7802559733390808	0	420
Operator opened safety cage gate to change pallets.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06361442804336548	0	4765
Barricading provided for all swing radiuss of operational equipment Closed.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05997874215245247	0	4765
Manual lifting of barrells puts workers at risk of injury.	nonsif	Employee mild hit by bundles of stacked polycoil tubing.	0.287664532661438	0	2907
stagg was exiting kiln floor via east stairs.	nonsif	Worker was performing decking work at a height of 3035 feet above ground level and fell through the decking.	0.35441774129867554	0	568
The lowest communications conductor which crossed the alley was.	nonsif	Victim was polishing a shaft. The shaft flew out and hit him on the chest.	0.2638082802295685	0	4116
Contractor with expired Pesticide License One Asplundh Tree crew was audited.	nonsif	Decedent was unloading logs from truck in sawmill yard. While releasing straps one of the logs rolled onto the employee.	0.11677901446819305	0	1176
Possible equipment damage could have occurred due to the electrical problems we were experiencing.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05848490074276924	0	4765
Right elbow pain hrs ago.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.056195005774497986	0	4765
He came downstair taking a external service stairway set on the wall.	nonsif	Worker was walking down steps from a utility room when he slipped or tripped.	0.3954257369041443	0	2293
KV Bushing Stands Left at Job Location KV Bushing.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06081157550215721	0	4765
Additionally the transformer was half buried.	nonsif	Worker was contracted to remove and install a new breaker that controlled a chipper. The disconnect was placed in the off position and the worker began disconnecting the I/O cable from the lugs inside the box when an arc flash occurred.	0.05346263572573662	0	4028
The crew completed pulling this messenger by hours.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05748702213168144	0	4765
All members were wearing appropriate PPE for tasks.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057199083268642426	0	4765
The meter was exchanged successfully and without incident.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05873081088066101	0	4765
Employee was called out to do some tractor work for DL.	nonsif	Worker was backing a truck into an inclined loading dock. He got out to check on the dock clearance and walked between the truck and the dock wall. The truck rolled back on him.	0.09230491518974304	0	7333
We assisted Chicago South with person crews and OES throughout the night.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.060721542686223984	0	4765
yard debris tripping hazard tug crew is installing new pot heads at tss.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.059364013373851776	0	4765
Employee was helping out DM paperroom on a R run to the BRU.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.056264761835336685	0	4765
The tech was dispatched to N Maple Ave to install two Smart Meters.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057514872401952744	0	4765
Risk of container to topple or crash down to trailer when loading.	nonsif	Worker was operating a bulldozer pulling a water truck up a hill.The bulldozer drifted back and hit the worker against the water truck.	0.5338549613952637	0	710
A mechanics lock broke off while mechanic was still out in the plant.	nonsif	Worker installing heavy overhead door was hit when the door fell.	0.27606648206710815	0	1180
Job brief was missing address and dig ticket number.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06222304329276085	0	4765
The job brief was filled out correctly.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05730247125029564	0	4765
I told my boss of the condition right away at pm.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05644849315285683	0	4765
The gates closed while troubleshooting EI issue from am am.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06245012953877449	0	4765
Employee was unharmed.	nonsif	Worker shocked while working on an electrical panel inside vacant commercial building.	0.26697394251823425	0	2693
EE was diagnosed with an open fracture of the right index finger.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05770816653966904	0	4765
Operator was opening plug valve with valve wrench.	nonsif	Machine guarding was removed from the Houle Alley Scraper for maintenance and not reinstalled after servicing. Worker was caught in moving machinery and suffered mild injuries.	0.17546586692333221	0	4260
At the plant was shut down to clean the cyclone.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06152363494038582	0	4765
Do we have all new constraction approvals.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.055896393954753876	0	4765
pit system started up at am pit was bringing up lift pumps slow hyd.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.058750495314598083	0	4765
Two BGGTS workers were in Liner work station without wearing safety glasses.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06285570561885834	0	4765
This also affected the PM Completions PI count for ITN.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.056484535336494446	0	4765
there is a large raised area in the Inserts office.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05706993490457535	0	4765
Potentially causing damage fusing of thermostate on a HPLC unit.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05911655351519585	0	4765
No one was injured during the occurrence of the said incident.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06318870931863785	0	4765
There was damage to both rear doors and passenger side rear window.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05995263531804085	0	4765
The water hose became unsecured and started moving.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.07000899314880371	0	4765
Employee was hand doffing positions because position was being worked on.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05712966248393059	0	4765
Dear Sir Madam.	nonsif	Worker fell from roof elevation.	0.10305385291576385	0	5069
A wooden board that had been placed against a wall had nails protruding outwards.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06019273400306702	0	4765
Department STATOR WIND.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05737329646945	0	4765
Post information on proper lifting for employees to read.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.054831862449645996	0	4765
Crew did not realize that her face in line of fire.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06414217501878738	0	4765
Area supervisor will ensure proper packaging material is provided.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05610092356801033	0	4765
The second material handler immediately call his supervisor to report.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.056530777364969254	0	4765
Training manager discovered a window ice scraper being used as a door stopper.	nonsif	Worker greasing gears in airport gate at night put head into gear door and was hit by door.	0.7215304970741272	0	7512
Both the CIMS Administrator and Director assumed all of the verification steps were completed.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057316094636917114	0	4765
Engineering Tech removed X ray tube from gantry and left it on rolling chair.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.0595046728849411	0	4765
Vinscx CN Meter room used for storage.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05739651620388031	0	4765
Work related lost workday incident.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05770690739154816	0	4765
The Reader was observed with a large hole in their pants.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.061143673956394196	0	4765
Brian Greenslade welded the handle back on.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06510963290929794	0	4765
The lid is large approx.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05600627139210701	0	4765
Reinforce EHS standards and policies to people.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057562533766031265	0	4765
was cleaning out a hole and cut finger on vanwas wearing gloves.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06038812920451164	0	4765
The Z cable went to SW at a cable terminal pole for kV circuit.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06305700540542603	0	4765
ROC reader had both boots untied after job brief.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05815115571022034	0	4765
Crew was drilling new hole for pole using rear lot cart.	nonsif	Worker installing heavy overhead door was hit when the door fell.	0.06080051511526108	0	1180
The OCC IDTs then went into action.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05697621405124664	0	4765
The employee removed a quick release inch snap clamp from the drill mud hose.	nonsif	Machine guarding was removed from the Houle Alley Scraper for maintenance and not reinstalled after servicing. Worker was caught in moving machinery and suffered mild injuries.	0.10344597697257996	0	4260
Reader Failed to Keep Eyes on Path.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.058730583637952805	0	4765
There was no communication that there was a previous concern from the first crew.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05846957489848137	0	4765
A cover plate in the hallway extending to Pharmacy labortory came loose.	nonsif	Worker was riding on a freight elevator placed his head over the elevators gate before it stopped and was caught in a pinch point between the gate and the second floor.	0.11067558825016022	0	7340
Safety barrier is not installed aroung the ladder.	nonsif	Worker installing heavy overhead door was hit when the door fell.	0.07987838983535767	0	1180
The employee was wearing all required PPE when Supervisor arrived on the job site.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05657604709267616	0	4765
need exhaust fan for soldering on line.	nonsif	Worker was contracted to remove and install a new breaker that controlled a chipper. The disconnect was placed in the off position and the worker began disconnecting the I/O cable from the lugs inside the box when an arc flash occurred.	0.11885394155979156	0	4028
onset of lower back pain on Nov approx.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05608852952718735	0	4765
Contract Employees were working on hydraulic line.	nonsif	Machine guarding was removed from the Houle Alley Scraper for maintenance and not reinstalled after servicing. Worker was caught in moving machinery and suffered mild injuries.	0.10158224403858185	0	4260
There was no open wound and no further treatment was applied.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06110161915421486	0	4765
LIFTGATE SKIVE LEFT weeks and is still having pain left elbow.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.061558764427900314	0	4765
pm went home due to the soreness in his back.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05689177289605141	0	4765
The nd push pin is broken so it takes extreme force to push in.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.060414332896471024	0	4765
employee felt weak and fell to knees.	nonsif	Worker who was pushed by one of the customers fell and hit his head on the floor. He was taken off life support on 4/15/2010.	0.8753388524055481	0	7259
It is believed a small patch of water was present on the floor.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.055661845952272415	0	4765
Crane was positioned within ft minimum clearance of center of track.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.0573275126516819	0	4765
PPE good Mitigation tools used Environmental used.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05725143477320671	0	4765
Because of this nuisance alarm printing the staff had disabled the print function.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05833587795495987	0	4765
EE was working on Building Section A cleaning up stacking K shoring scaffold.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06016317754983902	0	4765
Brown insulator broke while opening KV CB disc.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06413602828979492	0	4765
EMPLOYEES HANDS BROKE OUT INTO A RASH.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.0581606887280941	0	4765
when he swung his hammer he struck the tip of his left middle finger.	nonsif	Worker was hit by a 1500 pound bag of pigment that fell on him.	0.14593398571014404	0	1666
Next NHG crew had orders to complete the work.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05630268156528473	0	4765
ComEd Summer Readiness.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05972841754555702	0	4765
Grinding Camshaft Bearing Journals machining.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05715744197368622	0	4765
All tasks under the PM were removed and added to the new CM WO.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05746486410498619	0	4765
employee still has pain all over.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05484752729535103	0	4765
EE was reminded that all injuries must be reported.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05678559094667435	0	4765
His ankle was struck on the posterior lateral malleolus.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.062317270785570145	0	4765
The employee looked and saw a hot raw glass bead protruding from his finger.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06063719093799591	0	4765
A crew never rotates to rivnuts.	nonsif	Worker installing heavy overhead door was hit when the door fell.	0.06937745213508606	0	1180
The FLS check the customer notes which dog was notated.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05914786458015442	0	4765
Recommended to the employee to maintain attention.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05599882826209068	0	4765
The truck was damaged on August.	nonsif	Fuel truck with trailer was offloading fuel when it exploded.	0.3119569420814514	0	708
Thats when witness walked over to check on injured employee.	nonsif	Worker was relieved from work on a Friday and was found injured in the crew quarters on Monday. Cause of injured undertemined.	0.0787602886557579	0	1096
Good Catch during review of CIMS Billing Adj.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057173602283000946	0	4765
Cones were set up around trucks and around the trailers.	nonsif	Worker was backing a truck into an inclined loading dock. He got out to check on the dock clearance and walked between the truck and the dock wall. The truck rolled back on him.	0.16823680698871613	0	7333
The pain in her lower back intensified and her lower neck began to hurt.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05843311920762062	0	4765
During a cleaning task.	nonsif	Decedent was unloading logs from truck in sawmill yard. While releasing straps one of the logs rolled onto the employee.	0.09490391612052917	0	1176
Bump hard hats are worn in this area at all times.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05680891498923302	0	4765
While walking through AP EE struck the lower section of a in.	nonsif	Worker installing heavy overhead door was hit when the door fell.	0.07888030260801315	0	1180
This created a safety hazard to passersby and the equipment needed repairs.	nonsif	Worker was a passenger on an electric motor cart not wearing his seat belt and was ejected from the vehicle when the driver lost control.	0.1339256912469864	0	595
During the lift he strained something in his back.	nonsif	Machine guarding was removed from the Houle Alley Scraper for maintenance and not reinstalled after servicing. Worker was caught in moving machinery and suffered mild injuries.	0.05739598721265793	0	4260
EE was welding a pipe of an accessory gear base.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06792744994163513	0	4765
Talk on eye safety basics.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05707869678735733	0	4765
dept Job station Supervisor Matthew Samotis.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05733425170183182	0	4765
Everyone was wearing their PPE and no one got hurt.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06199394166469574	0	4765
This LOTO audit was performed while crew was repairing a radial fault.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.054003700613975525	0	4765
This lack of notification resulted in the misutilization of the Area Operating resources.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.058513373136520386	0	4765
Crew Permit Times.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057201553136110306	0	4765
In the foundry area at machine there is a gas hose damaged.	nonsif	Machine guarding was removed from the Houle Alley Scraper for maintenance and not reinstalled after servicing. Worker was caught in moving machinery and suffered mild injuries.	0.07932602614164352	0	4260
EE has been hitting his knee on the brackets on his keyboard platform.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05725054442882538	0	4765
Employee was assiting another employee for surveying at consteel.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05709133297204971	0	4765
and vehicle s not parked mover foreword and no cones.	nonsif	A car being driven off of the exitend of the car wash conveyor to the drying area outside of the building accelerated suddenly hit the worker standing near the auto door to the outside.	0.4256533980369568	0	5263
Three trucks later.	nonsif	Three employees were hospitalized when their utility vehicle rolled over.	0.7568637132644653	0	2753
Due to this labor hours are charged to ITN.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057311080396175385	0	4765
EE was sent to clinic to see the nurse for an evaluation and treatment.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.056935977190732956	0	4765
Employee was walking from the upper parking lot down to the lower parking.	nonsif	Two workers were doing road surveying each on either side of the road. A civilian driver came over the hill and suddenly applied his brakes even though no person equipment or car was in the road. This caused his car to spin off the road running over one of the workers.	0.8085693717002869	0	3814
The empoyee was pulling the ring that releases the dock leveler for dock door.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06974410265684128	0	4765
AND PRIVATE STREET LIGHTING.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.058161504566669464	0	4765
Remove snow and ice.	nonsif	Firefighter slipped on ice and hit head	0.935642659664154	0	755
I went home and put a heating pad on my hand.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05768886208534241	0	4765
Provide metal container.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05604992434382439	0	4765
Bar slipped and sruck employee on right forearm causing bruise.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06124390661716461	0	4765
EHS followed up with EE.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05748448520898819	0	4765
Crew left job site better than found.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057778626680374146	0	4765
Handrails and shoring were robust and in line.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.0565999299287796	0	4765
walking thru box build I stepped on a nail.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06085208058357239	0	4765
The employee had an ample space cushion from the vehicle in front.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057343609631061554	0	4765
Pinched R middle finger closed instrument door on finger.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06196778640151024	0	4765
Employee has slipped over in the restroom after the floor has been cleaned.	nonsif	Worker was walking down steps from a utility room when he slipped or tripped.	0.795043408870697	0	2293
This uneven step could cause someone to slip and fall in the stairs.	nonsif	Worker was walking down steps from a utility room when he slipped or tripped.	0.11391042917966843	0	2293
Pulled it up ran over head.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.068383127450943	0	4765
Both of these conditions did occur on the reengineering of L at TSS Burnham.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05706809461116791	0	4765
Brakes are at the end of their useful life.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05871583893895149	0	4765
Also lifts totes out of van and stacks them on an empty skid.	nonsif	Victim was driving a skid steer loader from a dumpster suspended by a crane at the 7th floor level of a building being demolished. He put the loader into reverse causing the suspended dumpster to swing away from the building which resulted in the skid steer loader being thrown from the dumpster falling to the ground below.	0.35634487867355347	0	7440
Card board container placed in both probe ESD area and emergency exit route.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05862212926149368	0	4765
However the parts reserved for this work were not like for like.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05789371207356453	0	4765
Steel went through and burnt left hand.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06637124717235565	0	4765
No other meals eaten that day.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.062139131128787994	0	4765
The annual inspection certificate for the both hoists enclosure and shop.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057900622487068176	0	4765
Replaced the tool bag.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05688369274139404	0	4765
In doing so I felt a pop in my shoulder.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057070594280958176	0	4765
Flickering Lights AA.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.060084354132413864	0	4765
Discuss how to prevent in future.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05697513744235039	0	4765
Found air hose ran across deck TEXAS Pulled it up ran over head.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06561457365751266	0	4765
Crew Noticed Potential Strain on Isolation Point Switch.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05715210735797882	0	4765
Description of incident varied from the truck driver and the injured employee.	nonsif	Tow truck operator was mild hit when a vehicle was shifted from park into neutral.	0.9735777378082275	0	3575
This is almost pure sulfuric acid.	nonsif	Worker was using a toga crane hoist. Worker inhaled a chemical ammonia that was leaking by the cooling tower.	0.2004016488790512	0	4592
Steady leak of clean water from men s urinal.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05799393355846405	0	4765
I hurt my left wrist putting away several heavy parts.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.0600963830947876	0	4765
Bigger engine bottom snag holder causing hydraulic shift to be stronger than usual.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.062230419367551804	0	4765
drums with steamate na packaging.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057758133858442307	0	4765
Employee was changing the die board on the die press.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05651935935020447	0	4765
Container generated V meter away from container.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.060878362506628036	0	4765
Night time first responders responded to the incident and patched him up.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057392340153455734	0	4765
he also has amputation of ld at distal joint which happened yrs ago.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05824949964880943	0	4765
