Document	psif	sim_avg	sim_max	sim_min	sim_max_index	sim_min_index
After that he felt something in his eye and started to rub it.	nonsif	0.016305770725011826	0.05697337165474892	-0.024361830204725266	4765	607
One of the pipe joints near the washing water heater has leaking.	nonsif	0.02055230364203453	0.06166461855173111	-0.02056001126766205	4765	5186
She reports maintenance was looking at machine and had the door open.	nonsif	0.020735841244459152	0.06017226725816727	-0.01870058663189411	4765	607
Employee got sprayed with water.	nonsif	0.04475703835487366	0.14474134147167206	-0.055227264761924744	506	1355
I informed the vendor and it will be swapped out for a new tote.	nonsif	0.017283879220485687	0.05768644064664841	-0.023118682205677032	4765	607
Manhole Refurbishment was not appropriately quantified in the LRP.	nonsif	0.018985819071531296	0.05998307839035988	-0.022011442109942436	4765	607
The machine was grounded and all unattended pits were covered and marked.	nonsif	0.01990969479084015	0.059044960886240005	-0.019225573167204857	4765	607
Employee came close to walking into a sign near Door.	nonsif	0.01606876775622368	0.056576162576675415	-0.024438628926873207	4765	607
Employee counseled not to go back into the room when a hazard is present.	nonsif	0.017411645501852036	0.05893872678279877	-0.024115435779094696	4765	607
A hood fell on my fingers.	nonsif	0.019146647304296494	0.06633628159761429	-0.028042985126376152	4765	5928
When he came to brief me he still did not have glasses.	nonsif	0.01723005622625351	0.058075737208127975	-0.023615626618266106	4765	607
An ER ticket has to be located with in two hours.	nonsif	0.021180614829063416	0.06092645972967148	-0.018565230071544647	4765	4933
At approximately hrs an Elgin AMI Technician operating vehicle number was parked at.	nonsif	0.017936505377292633	0.05799291282892227	-0.022119900211691856	4765	6403
IE prior to being racked back into cubicles and put into service.	nonsif	0.01932460069656372	0.05825686827301979	-0.01960766687989235	4765	607
debris left in walk path.	nonsif	0.2605036795139313	0.6591382622718811	-0.13813091814517975	1216	1271
Today is a rainy humid day.	nonsif	0.14283770322799683	0.47179359197616577	-0.18611818552017212	6190	1650
EE stated he was hurrying and had multiple things on his mind.	nonsif	0.017385974526405334	0.05720214918255806	-0.02243020012974739	4765	607
The fittings and hose contacted the top of the employee s foot.	nonsif	0.01947508007287979	0.05970781296491623	-0.020757652819156647	4765	607
The procedure to put in place a relay grounding system was not correctly applied.	nonsif	0.0172552689909935	0.058109529316425323	-0.023598991334438324	4765	607
No one came in contact with the.	nonsif	0.02223961614072323	0.0645960196852684	-0.020116787403821945	4765	5928
Issue reported to TVO for action.	nonsif	0.01708180084824562	0.0571865551173687	-0.023022953420877457	4765	607
reviewed case with employee to use gloves or get UTA to perform task.	nonsif	0.01780242845416069	0.05786542594432831	-0.022260569036006927	4765	607
Employee used air wand to clear the beads out.	nonsif	0.017534561455249786	0.057596348226070404	-0.02252722717821598	4765	607
Hi lo Supervisor Mikhail Gazaryan.	nonsif	0.021891606971621513	0.0697970911860466	-0.026013877242803574	4260	5928
Went to office and let B shift Resource know of it.	nonsif	0.016896381974220276	0.05707656592130661	-0.02328380011022091	4765	607
It vibrates and causes my hand and wrist pain and swelling.	nonsif	0.018641218543052673	0.05830143392086029	-0.021018998697400093	4765	607
UCCEPTABLE as this is not sanitary.	nonsif	0.0192679725587368	0.05970675125718117	-0.021170806139707565	4765	607
Using a long handled shovel he moved the debris into a pile.	nonsif	0.04997587576508522	0.16331809759140015	-0.0633663460612297	6	3107
The crew stopped and made all proper notifications.	nonsif	0.01763075403869152	0.05817665904760361	-0.022915150970220566	4765	607
This requires extra force to lift and pull.	nonsif	0.008813437074422836	0.06406188756227493	-0.04643501341342926	4260	2027
I did nt observe any oil or hydraulic leaks on or around the equipment.	nonsif	0.02203686535358429	0.06398741900920868	-0.01991368643939495	4765	5307
wooden planks with nails removed from site and disposed in waste collection area.	nonsif	0.01977154240012169	0.06138329580426216	-0.021840211004018784	4765	5928
There is a NO EXIT sign locateed on the mens bathroom door.	nonsif	0.024186043068766594	0.06567852199077606	-0.017306435853242874	4765	5928
Contractor was welding yesterday and something went into his eye.	nonsif	0.01646604761481285	0.056206114590168	-0.023274017497897148	4765	607
Two near by employee s got mist on them.	nonsif	0.018804699182510376	0.06466367840766907	-0.027054281905293465	4765	2194
Also wearing airhood.	nonsif	0.020113607868552208	0.060104914009571075	-0.01987769827246666	4765	5186
The ComEd auditor addressed with the crew supervisor.	nonsif	0.0180678553879261	0.05786198750138283	-0.021726276725530624	4765	607
Employee was walking out of the warehouse and fell on ice.	nonsif	0.37743571400642395	0.9432656764984131	-0.188394233584404	737	2619
Splinter in finger from underneath desk.	nonsif	0.01983824372291565	0.05992469936609268	-0.020248213782906532	4765	1082
Employee was walking line and turned right and strained a ligament in his knee.	nonsif	0.11797522753477097	0.30511772632598877	-0.06916727125644684	637	1271
Follow up with Dan to see what actions have been taken on previous incident.	nonsif	0.016651198267936707	0.05700951814651489	-0.02370711974799633	4765	607
Sprain strain to right shoulder that struck against rack.	nonsif	0.016583770513534546	0.056771352887153625	-0.023603809997439384	4765	607
On Monday and Tuesday the EE did not show to work or call in.	nonsif	0.018731549382209778	0.060495901852846146	-0.02303280122578144	4765	607
Scrubber lock box was accidentally dropped.	nonsif	0.025140684098005295	0.07455291599035263	-0.024271545931696892	4765	1082
The other driver needs to have a spotter in this situation.	nonsif	0.017902005463838577	0.05694296211004257	-0.021138949319720268	4765	6403
MECHANICS ASSIGNED THE JOB OF REPLACING THE GREASE INJECTOR BLOCK ON PRIM.	nonsif	0.017689300701022148	0.057704515755176544	-0.022325914353132248	4765	607
Contusion to Rt Baby finger.	nonsif	0.018167739734053612	0.05773511156439781	-0.02139963209629059	4765	607
EE started swiftly walking north directly all contractors to stay clear.	nonsif	0.01786632090806961	0.057551998645067215	-0.021819358691573143	4765	607
There was no one injured and no property damage from the event.	nonsif	0.024003416299819946	0.06949975341558456	-0.02149292081594467	1180	5928
Employee threw the disconnect on the upper hydraulic package at the washer.	nonsif	0.024812038987874985	0.07868802547454834	-0.02906394749879837	4260	607
I had to use a lot of force while pulling upward on the handle.	nonsif	0.019494518637657166	0.059200167655944824	-0.020211128517985344	4765	607
Support structure for an abandoned reuse water line failed causing approx.	nonsif	0.020620638504624367	0.06029526889324188	-0.01905399188399315	4765	5186
Eyes not on work.	nonsif	0.022341076284646988	0.06588592380285263	-0.021203773096203804	4765	5928
The crew was working on FDR E off fuse between transformers J and H.	nonsif	0.020089801400899887	0.06165787950158119	-0.021478276699781418	4765	5928
The preliminary budget request during LRP included M in total funding.	nonsif	0.016715645790100098	0.05697942152619362	-0.023548131808638573	4765	607
OE coached on bad body mechanics Crew assigned the task of replacing a pole.	nonsif	0.020626287907361984	0.05878095701336861	-0.017528383061289787	4765	6403
HR Regulatory EHS Audit Finding added Power Generation Manufacturing Veresegyhaz.	nonsif	0.018901821225881577	0.05842256546020508	-0.020618923008441925	4765	607
THE REPETITIVE MOTION INVOLVED IN THE JOB CAUSED SORENESS OF MY LEFT SHOULDER.	nonsif	0.0170577485114336	0.057434458285570145	-0.023318961262702942	4765	607
X customers X customers and X customers.	nonsif	0.02398768998682499	0.07229845970869064	-0.024323079735040665	4765	5928
NERC CIP ACE CIP R.	nonsif	0.017368216067552567	0.057414013892412186	-0.022677583619952202	4765	607
Lesions slight scratches on both legs.	nonsif	0.016404034569859505	0.05631321668624878	-0.02350514754652977	4765	607
The last crew was off company and on sleep time.	nonsif	0.020312385633587837	0.06295344233512878	-0.02232867106795311	4765	5928
The upper portion of my back between my shoulder blades started burning.	nonsif	0.01811976544559002	0.05868447199463844	-0.022444941103458405	4765	607
The poly tubing had become brittle allowing for a pin hole leak to occur.	nonsif	0.01735774427652359	0.05811635032296181	-0.023400861769914627	4765	607
The employee was in the process of leaving for the day.	nonsif	0.018206393346190453	0.0565718337893486	-0.020159047096967697	4765	607
Asked safty to put warning signs all around Area barriciaded.	nonsif	0.018003419041633606	0.05809779837727547	-0.022090960294008255	4765	607
not clear which safe allowed to use pics.	nonsif	0.018893614411354065	0.06021362543106079	-0.02242639660835266	4765	607
Employee was using spud bar trying to dislodge rock from from cyclone apex.	nonsif	0.018751004710793495	0.05973155051469803	-0.022229541093111038	4765	5928
Spotters were used for moving equipment.	nonsif	0.01794913411140442	0.057158779352903366	-0.02126050926744938	4765	6403
No injury occured.	nonsif	0.021151062101125717	0.06337078660726547	-0.02106866054236889	4765	607
He had been in bed recuperating for at least days during this time.	nonsif	0.024920959025621414	0.07230804860591888	-0.022466128692030907	4765	5928
This is Nick Koliopoulos reporting out on an event that occurred at CS barn.	nonsif	0.019256379455327988	0.06263710558414459	-0.024124344810843468	4765	607
Subject of discussion.	nonsif	0.016104228794574738	0.055759187787771225	-0.0235507320612669	4765	607
It was immediately apparent that A phase was not tied.	nonsif	0.019300933927297592	0.06008268892765045	-0.021480822935700417	4765	607
CT Damaged FIN Repair at N Green St in Chicago.	nonsif	0.02047431655228138	0.06034458801150322	-0.01939595490694046	4765	6774
To do so he must pass through a narrow passage.	nonsif	0.09847003221511841	0.23686766624450684	-0.03992760181427002	7340	7093
Found poor housekeeping at the turbine compartment floor.	nonsif	0.024363836273550987	0.07919862866401672	-0.03047095611691475	4260	62
When going into excitation module floor panel loose and uneven.	nonsif	0.025057204067707062	0.06910441070795059	-0.018990004435181618	4765	5928
Was working in cagewash area with it running.	nonsif	0.019648250192403793	0.05935504287481308	-0.020058544352650642	4765	5928
Supervisor Luke MacDonald dept zone Job Latch Handle x yrs.	nonsif	0.01781097985804081	0.057936083525419235	-0.022314123809337616	4765	607
While sleeping at the hotel.	nonsif	0.39056631922721863	0.8979615569114685	-0.11682890355587006	528	727
Contractor will replace this parts as they become available.	nonsif	0.0152216088026762	0.0558079332113266	-0.025364715605974197	4765	607
butler buddy not working.	nonsif	0.03333023190498352	0.10095807164907455	-0.034297604113817215	1180	1271
He was wearing a dust mask for the dust exposure outside.	nonsif	0.019630905240774155	0.05804849788546562	-0.018786687403917313	4765	1082
No eye drops or prescriptions were given.	nonsif	0.020930157974362373	0.06279674172401428	-0.020936425775289536	4765	607
Gloves were worn at all times.	nonsif	0.016954757273197174	0.05703343451023102	-0.02312391996383667	4765	607
The locator stopped his work photographed the scene and contacted his supervisor.	nonsif	0.018741916865110397	0.05944844335317612	-0.021964607760310173	4765	607
I have to pull the tires down off of the rack onto the hoist.	nonsif	0.019041988998651505	0.06068388372659683	-0.022599907591938972	4765	5928
Hit his chin on floor causing laceration.	nonsif	0.018039867281913757	0.06172676384449005	-0.025647027418017387	4765	5928
Lead Shielding on exterior of cells came away sliding down tong arm towards operator.	nonsif	0.018904775381088257	0.05957803130149841	-0.02176847867667675	4765	607
Crew leader took time to describe ZOP and show open switch in substation.	nonsif	0.016929825767874718	0.057142555713653564	-0.02328290417790413	4765	607
To be replced by blocks.	nonsif	0.01599065773189068	0.05571674928069115	-0.02373543381690979	4765	607
And pushing in two push pins.	nonsif	0.025502052158117294	0.07450535148382187	-0.02350124903023243	4765	6403
gallons of coag to spill from the tote.	nonsif	0.020168505609035492	0.05869453027844429	-0.018357520923018456	4765	607
Driver failed to follow procedure.	nonsif	0.021520119160413742	0.06247364729642868	-0.019433410838246346	4765	2970
in the Mezzanine has openings allowing access to electrical wiring and potential shock hazards.	nonsif	0.03776440769433975	0.10769118368625641	-0.032162368297576904	4028	4933
slipped on walk ramp fell forward after left foot slipped.	nonsif	0.281660795211792	0.698040246963501	-0.13471868634223938	2293	1271
Area de empilhamento de rotor ha excesso de pinos de rotor no local.	nonsif	0.02019958570599556	0.06353282183408737	-0.023133650422096252	4765	5928
She felt something down on her right leg.	nonsif	0.017190556973218918	0.05714402720332146	-0.022762911394238472	4765	607
Employee was in the Southern Lights cafeteria.	nonsif	0.04486783221364021	0.13514992594718933	-0.045414261519908905	7340	6319
These bolts were holding a X cover over the hoist.	nonsif	0.018095508217811584	0.05797906219959259	-0.021788043901324272	4765	607
They noticed the redness on Saturday.	nonsif	0.017634611576795578	0.057843517512083054	-0.02257429249584675	4765	607
Noel Alaire went to see his doctor regarding chipped and broken fingernails.	nonsif	0.01882840506732464	0.058403339236974716	-0.02074652910232544	4765	607
Janitorial staff performed wet mop of dock.	nonsif	0.09112931787967682	0.2688746750354767	-0.08661604672670364	710	1023
Employee was unloading rolls of wool from the finished goods conveyor aprx lbs.	nonsif	0.023540442809462547	0.07951981574296951	-0.03243893012404442	1176	5307
Noticed wood laying on floor around worker.	nonsif	0.16933101415634155	0.45367708802223206	-0.11501506716012955	1180	1908
The hammer glanced off what I was striking and struck my left index finger.	nonsif	0.014020714908838272	0.06381239742040634	-0.0357709676027298	4765	1082
file cabinet Walking in FMO office area.	nonsif	0.018510743975639343	0.05796671658754349	-0.0209452286362648	4765	607
He then had the FLS call in Emergent locates to verify.	nonsif	0.017111746594309807	0.05735711008310318	-0.023133616894483566	4765	607
EMPLOYEE FELT DISCOMFORT IN RIGHT ARM.	nonsif	0.01780685782432556	0.057553552091121674	-0.0219398345798254	4765	607
Spring in the inside of the preform area needs to be moved.	nonsif	0.019689783453941345	0.059400610625743866	-0.020021041855216026	4765	5186
Employee provided with feedback on correct technique to be used.	nonsif	0.015854351222515106	0.0561319924890995	-0.02442329190671444	4765	607
Review the guide softness for a smoother move of the stator.	nonsif	0.015578172169625759	0.056133851408958435	-0.024977507069706917	4765	607
Employees carrying bucket many times can result in back injury.	nonsif	0.020044883713126183	0.05927172303199768	-0.019181955605745316	4765	5186
Concern over the ergonomics with respect to the shelving unit at roving inspection.	nonsif	0.01707284525036812	0.056974802166223526	-0.02282910980284214	4765	607
He tried to force it in by angling and pulling it in different directions.	nonsif	0.021225810050964355	0.05908135697245598	-0.016629738733172417	4765	2682
While doing so he felt a sudden paint in his right forearm.	nonsif	0.0171806663274765	0.05734798684716225	-0.022986654192209244	4765	607
Employee was inspecting Pebble Sampler at head pulley for pebble conveyor.	nonsif	0.020067553967237473	0.057770997285842896	-0.0176358874887228	4765	607
After inspection of the ring a metal burr was found which caused the incident.	nonsif	0.018986180424690247	0.058120351284742355	-0.020147988572716713	4765	607
The blood was returned to the pharmacy with the provided labels.	nonsif	0.017647137865424156	0.05734502896666527	-0.022050753235816956	4765	607
See energy tracking for.	nonsif	0.017030972987413406	0.05601861700415611	-0.02195666916668415	4765	607
All shift as we lifted tailgates arms were falling off.	nonsif	0.02421911619603634	0.07482017576694489	-0.026381943374872208	1180	2286
d s helping in shipping shipping receiving.	nonsif	0.017286937683820724	0.06082158535718918	-0.02624770812690258	4765	224
Called out maintenance mechanics to replace broken belts on the coarse cond.	nonsif	0.01764041930437088	0.05806798115372658	-0.02278714068233967	4765	607
Cat bit employee s hand.	nonsif	0.029292061924934387	0.10137662291526794	-0.04279249906539917	4260	1271
That is when the driver of the second vehicle saw the gate closing.	nonsif	0.15055760741233826	0.38923683762550354	-0.08812161535024643	539	4413
Raw glass was falling from bushing when it came in contact with employees glove.	nonsif	0.02755032479763031	0.0935247540473938	-0.03842410445213318	637	1082
Ensure latch is in proper working conduction upon completion.	nonsif	0.0158547293394804	0.05609561502933502	-0.024386156350374222	4765	607
On this crew was tasked with connecting the lateral shots to the transformers.	nonsif	0.018332358449697495	0.05847030505537987	-0.02180558629333973	4765	5928
Possible Unsafe condition verified.	nonsif	0.018117539584636688	0.05876380205154419	-0.022528724744915962	4765	607
Two rolls became jammed up on the conveyors and rolls build up behind them.	nonsif	0.31687673926353455	0.8816676139831543	-0.2479141503572464	7322	6643
Employee went to doctor on May and May.	nonsif	0.022796157747507095	0.07224730402231216	-0.026654990389943123	4765	2286
S EE enters medical with Contusion to Right Foot nd toe.	nonsif	0.01756366342306137	0.057547930628061295	-0.022420601919293404	4765	607
Using the welder spark due to the fusion of the wire.	nonsif	0.019904084503650665	0.059103481471538544	-0.019295314326882362	4765	5186
Murray asked for hotpacks advil from his Shift leader OAtiyeh at approx.	nonsif	0.017462458461523056	0.057375840842723846	-0.022450922057032585	4765	607
OE was coached and he accepted the coaching.	nonsif	0.01742389425635338	0.05735187605023384	-0.022504085674881935	4765	607
Employee s were pulling the batch charger out from melter.	nonsif	0.01677647978067398	0.05733393132686615	-0.02378096990287304	4765	607
They resumed the work and the oil trail was noticed again.	nonsif	0.01870419830083847	0.05716637894511223	-0.019757982343435287	4765	5186
Slips and trips spotters when backing.	nonsif	0.024805128574371338	0.07652603089809418	-0.02691577561199665	1180	6403
The crew had installed the ropes on the previous work day.	nonsif	0.015751289203763008	0.05625302344560623	-0.024750445038080215	4765	607
The needle had no needle cap.	nonsif	0.019835306331515312	0.06058875843882561	-0.020918145775794983	4765	607
EE was lowering a post shore under the formwork deck.	nonsif	0.016654226928949356	0.05750133469700813	-0.02419288270175457	4765	607
EE was catching a drying acid sample out of sample box.	nonsif	0.018638066947460175	0.05766141042113304	-0.020385276526212692	4765	607
TR Periodic Exch.	nonsif	0.016187353059649467	0.055703356862068176	-0.02332865074276924	4765	607
while pulling rock the rake popped off coming in the cab.	nonsif	0.023730386048555374	0.06926073133945465	-0.021799957379698753	4765	1020
While going to luncha herd of antelope ran out in front of me.	nonsif	0.3964802920818329	0.9067162871360779	-0.11375569552183151	7174	2730
CREWS HAD GOOD WAP BUT CUSTOMERS.	nonsif	0.018731610849499702	0.05826927721500397	-0.020806055516004562	4765	607
I was holding flare in place while repairman fix bottom fascia.	nonsif	0.01904650777578354	0.057502344250679016	-0.019409330561757088	4765	5928
Good Catch Highway Debris.	nonsif	0.278645396232605	0.7135732769966125	-0.15628249943256378	787	2503
There are no stairs to gain entry to the pumping plant at TSS Rockwell.	nonsif	0.023216042667627335	0.06715839356184006	-0.02072630636394024	4765	5928
I FEEL DIZZY AND USEATED.	nonsif	0.01751338131725788	0.057501260191202164	-0.0224744975566864	4765	607
While closing covers on cc barge SGS contractor twisted her right foot.	nonsif	0.018664248287677765	0.05796947330236435	-0.02064097672700882	4765	607
I did not see any other opportunities for improvement.	nonsif	0.018237728625535965	0.06097082048654556	-0.024495361372828484	4765	607
I was moving the HC U bin and the lever ran into my leg.	nonsif	0.01778719201683998	0.05791410058736801	-0.02233971655368805	4765	607
I put the gloves on to lift steel parts to put in the station.	nonsif	0.020027529448270798	0.058447688817977905	-0.01839263178408146	4765	5186
Employee returned to work stated Doctor prescribed pain meds and muscle relaxers.	nonsif	0.020923759788274765	0.06225990504026413	-0.02041238732635975	4765	5928
The crew leader performed a walk down and held a job brief.	nonsif	0.030476100742816925	0.09032731503248215	-0.029375115409493446	2293	1271
EE put piece on top of van could nt locate the piece.	nonsif	0.019073419272899628	0.05952860414981842	-0.021381763741374016	4765	607
I ALSO USE A HEAVY DRILL.	nonsif	0.017594601958990097	0.05717141926288605	-0.021982215344905853	4765	607
Risk of flooding building and personal safety.	nonsif	0.10456129908561707	0.292293906211853	-0.0831713005900383	7358	6257
EE was evaluated in medical with concerns for overheating.	nonsif	0.016748230904340744	0.05684811249375343	-0.023351650685071945	4765	607
The Operator performed break contact procedures and secured the drill.	nonsif	0.018342982977628708	0.058898553252220154	-0.02221258543431759	4765	607
Vehicle Fire Electrical Short.	nonsif	0.20556750893592834	0.5636759400367737	-0.1525409072637558	3435	1271
Flushed eyes for minutes.	nonsif	0.01750767230987549	0.05694423243403435	-0.02192888781428337	4765	607
On at a customer site ee was going into an air compressor room.	nonsif	0.06632295250892639	0.1888689398765564	-0.05622304230928421	7340	6643
Operator was holding in left hand while using a scissors in the right.	nonsif	0.013656310737133026	0.06527166068553925	-0.03795903921127319	1176	762
A plan was devised and clearance orders were created to perform the work.	nonsif	0.016927529126405716	0.05668532848358154	-0.02283027209341526	4765	607
KEPT DRIVING AROUND CONES SO THE AREA WAS TAPED OFF.	nonsif	0.018291886895895004	0.058365244418382645	-0.021781470626592636	4765	607
Risk Mitigation Equipment operation rear lot work energized single phz behind fuse.	nonsif	0.018851127475500107	0.058137476444244385	-0.020435219630599022	4765	607
I WHACKED MY HAND ON ONE OF THE PARTS.	nonsif	0.018667511641979218	0.058528099209070206	-0.02119307778775692	4765	607
Area below work was barricaded and watchman present.	nonsif	0.027372272685170174	0.07385732978582382	-0.019112784415483475	4765	755
It was labeled with feet but only had approximately feet on it.	nonsif	0.018595578148961067	0.05807843059301376	-0.02088727429509163	4765	607
Late submittal of timecard Timesheet was submitted with work order tasks missing.	nonsif	0.01708454266190529	0.05791914835572243	-0.023750064894557	4765	607
Protuding items have safety barrier installed housekeeping.	nonsif	0.016691837459802628	0.056896716356277466	-0.02351304329931736	4765	607
They installed the frost loops and avoided a future issue.	nonsif	0.018654588609933853	0.05912429094314575	-0.021815115585923195	4765	607
No internal offset could be provided to fund the work.	nonsif	0.019119136035442352	0.06057730317115784	-0.022339031100273132	4765	607
delivery truck arrived not knowing of leaking seal.	nonsif	0.11545714735984802	0.3202616572380066	-0.08934736251831055	1022	6084
Checked slings prior to usage.	nonsif	0.01674126833677292	0.05666673555970192	-0.023184197023510933	4765	607
Discuss proper care and procedures during cutting activities with employee.	nonsif	0.015655087307095528	0.05623500794172287	-0.024924833327531815	4765	607
Determine new method of disposing scrap fiberglass to prevent airborne potential.	nonsif	0.020794354379177094	0.059362370520830154	-0.017773661762475967	4765	5928
The reader was commended for remaining calm and being prepared to protect themselves.	nonsif	0.01934681460261345	0.060050301253795624	-0.021356670185923576	4765	607
rcs sokszor vizes s ez csszsveszlyes.	nonsif	0.02137138321995735	0.060259781777858734	-0.01751701347529888	4765	5186
oil pumps that are located on the gun sled.	nonsif	0.02330254763364792	0.07293602079153061	-0.02633092738687992	4765	5186
BUT MY HEAD IS REALLY HURTING.	nonsif	0.017937401309609413	0.057200849056243896	-0.02132604643702507	4765	607
I am using a drill to drill parts on the engine.	nonsif	0.02392161265015602	0.08242957293987274	-0.0345863476395607	4260	607
No wetlands streams or ponds were located near this site.	nonsif	0.023075245320796967	0.06740376353263855	-0.021253274753689766	4765	5928
Planned work was being conducted at DAP plant.	nonsif	0.01689474657177925	0.056935470551252365	-0.023145975545048714	4765	607
Incorrect Job Scope.	nonsif	0.017838167026638985	0.058853670954704285	-0.023177336901426315	4765	607
EE reports pain in right trap area and low mid low back.	nonsif	0.017616882920265198	0.05756080150604248	-0.022327033802866936	4765	607
Working on a die in PM I was using a hammer.	nonsif	0.016832048073410988	0.058023180812597275	-0.0243590846657753	4765	1082
Employee while backing Company Truck to leave the DL area.	nonsif	0.033909186720848083	0.1071387305855751	-0.039320360869169235	7333	6084
Employee was working on a CT tube change.	nonsif	0.04142460972070694	0.14337289333343506	-0.06052367389202118	4260	5307
States lots of pushing a lot of pins.	nonsif	0.020471645519137383	0.05935462936758995	-0.018411338329315186	4765	1082
The accrual was M but should have been M.	nonsif	0.016118958592414856	0.05643007531762123	-0.02419215813279152	4765	607
He went to the ER at Missouri Baptist Hospital.	nonsif	0.1319204717874527	0.3349466025829315	-0.07110566645860672	434	2286
Employee was assisting in running cables during the mechanical installation phase.	nonsif	0.016172338277101517	0.06344174593687057	-0.031097067520022392	1180	2027
EE states Every time I go to bolt down the wipers.	nonsif	0.0168460663408041	0.0570308156311512	-0.023338682949543	4765	607
EE cut finger on clips for light attachment.	nonsif	0.01690840534865856	0.05734087899327278	-0.023524068295955658	4765	607
Found water leak in Mens bath room on third floor.	nonsif	0.04511675983667374	0.14247745275497437	-0.05224393308162689	2293	6257
Had to change lanes to avoid hitting vehicle.	nonsif	0.4242364466190338	0.9627377986907959	-0.11426491290330887	787	5455
En utilisant la soudeuse tincelle d la fusion du fil.	nonsif	0.02006661519408226	0.05890355259180069	-0.01877032406628132	4765	1082
The fuel tank was damaged on August while returning from a job site.	nonsif	0.39393892884254456	0.9354305267333984	-0.14755265414714813	7283	2671
Incident investigation is at the discretion of management.	nonsif	0.015605955384671688	0.05610501393675804	-0.024893103167414665	4765	607
EE presented to MC at reporting pain to hand elbow wrist and forearm.	nonsif	0.016875755041837692	0.057168103754520416	-0.023416593670845032	4765	607
Right and left screw pressure running high shut oil system off and locked out.	nonsif	0.05087434500455856	0.145692840218544	-0.04394415393471718	1180	6319
Employee was catching slurry sample and slightly over filled sample cup.	nonsif	0.018518202006816864	0.057512421160936356	-0.02047601528465748	4765	607
Taking guard off the west side inboard bearing and removing bearing cap.	nonsif	0.020775500684976578	0.061837758868932724	-0.02028675749897957	4765	607
OES hand dug and exposed the cables wound.	nonsif	0.01965494267642498	0.059456825256347656	-0.020146939903497696	4765	607
The technician was wearing the proper PPE and was not injured.	nonsif	0.018148422241210938	0.05924408137798309	-0.022947236895561218	4765	607
Hammer slipped off of the key and pinched Jeff arm against the lathe.	nonsif	0.09709329903125763	0.2802179455757141	-0.08603134006261826	1180	3755
There were no HP events or RTDB violations.	nonsif	0.020217224955558777	0.06162047013640404	-0.021186020225286484	4765	607
Related to using a torque gun to secure screws into door latch.	nonsif	0.020749112591147423	0.060679055750370026	-0.01918083056807518	4765	607
She went to APAP top control room and Bshipping yesterday no injury reported.	nonsif	0.018267713487148285	0.05924513563513756	-0.022709708660840988	4765	607
It is estimated gallons leaked onto the ground.	nonsif	0.01723567396402359	0.05702344328165054	-0.022552095353603363	4765	607
She removed her contacts and went to see her own eye doctor.	nonsif	0.01668933779001236	0.057357560843229294	-0.023978887125849724	4765	607
Whilst dismantling Drytec Generators as per routine procedures a DU Generator was discovered.	nonsif	0.018866656348109245	0.05747772008180618	-0.019744407385587692	4765	607
EE states had been climbing into and out of the van before this.	nonsif	0.02043364942073822	0.05974021553993225	-0.01887291856110096	4765	607
None were open so WCV advised taking EE to the emergency room.	nonsif	0.018924087285995483	0.059912655502557755	-0.02206447906792164	4765	607
Parked on top floor th of the parking structure.	nonsif	0.1746979057788849	0.4524209201335907	-0.10302510112524033	4116	1469
FE was vacuuming the slip ring on a CT system.	nonsif	0.01788695529103279	0.0582282692193985	-0.022454356774687767	4765	607
PPE fit well and was worn appropriately at the time.	nonsif	0.016459781676530838	0.05610720068216324	-0.02318763919174671	4765	607
As a result the equipment that was in the box fell on the ground.	nonsif	0.09143763035535812	0.2858635485172272	-0.10298828780651093	1615	770
There was only minor damage to the bumpers.	nonsif	0.01756834238767624	0.05797702074050903	-0.022840334102511406	4765	607
I DID N T BLACK OUT.	nonsif	0.024011168628931046	0.06922317296266556	-0.021200833842158318	4765	5928
He had welding shield on during the operation.	nonsif	0.01826404221355915	0.058471132069826126	-0.021943047642707825	4765	607
The staples scratched my skin and it start bleeding.	nonsif	0.017546983435750008	0.05739110708236694	-0.022297140210866928	4765	607
Drawer removed and issue resolved.	nonsif	0.02307913824915886	0.06514769792556763	-0.01898941956460476	4765	5307
Absorbent pads were placed beneath the fuel tank as a precaution against further leaking.	nonsif	0.019713500514626503	0.058372776955366135	-0.01894577592611313	4765	607
Gun sits on table top poining in the upward position.	nonsif	0.019782517105340958	0.05917299538850784	-0.019607961177825928	4765	607
Started having pain and swelling in my left thumb after continuously pushing pins.	nonsif	0.020898669958114624	0.061120275408029556	-0.019322935491800308	4765	5928
Further enquiry determined that the email was a phishing spam.	nonsif	0.022163886576890945	0.0648505911231041	-0.020522819831967354	4765	5928
This occurred when both leaving from and arriving to the area office.	nonsif	0.022823413833975792	0.06455123424530029	-0.01890440657734871	4765	6403
Contractor was inside the reactor in A Phos Acid Plant building scaffolding.	nonsif	0.10182669013738632	0.34466585516929626	-0.14101247489452362	1115	6257
Lorraine said she did an oven truck at the beginning of the shift.	nonsif	0.06336769461631775	0.19212189316749573	-0.06538651138544083	710	6084
The operator was in his WS and not wearing ear plugs cleaning operations.	nonsif	0.017815403640270233	0.059087976813316345	-0.023457171395421028	4765	607
The pothole was filled with broken glass.	nonsif	0.019836749881505966	0.06102195009589195	-0.02134844847023487	4765	6403
Overall the yard was clean and organized.	nonsif	0.02039847895503044	0.06227903068065643	-0.0214820746332407	4765	1082
Light out in stairwell LC Garage.	nonsif	0.02252185344696045	0.06343504786491394	-0.018391340970993042	4765	6403
Body Part Back.	nonsif	0.020814932882785797	0.07047715038061142	-0.028847282752394676	1180	6403
